ID,filename,NAME,(C2H6+C2H2)/C2H4_Select,C2H6/C2H4_Select,C2H2/C2H4_Select,C2H6-uptake_mmol/g,C2H2-uptake_mmol/g,C2H4-uptake_mmol/g,VOL_A3,DEN_g1cm-3,GCD_A,PLD_A,LCD_A,Sa_A2,Sa_m2cm-3,Sa_m2g-1,Va_A3,Va_m3m-3,Va_cm3g-1,All_Metals,Has_OMS,Open_Metal_Sites
5238,OFODET_clean,OFODET_clean,7.210739553,2.150687899,5.060051654,1.186997765,2.792720415,0.551915397,2367.05005,1.15382,6.29959,4.57313,6.27845,276.26801,1167.14001,1011.54999,1249.92004,0.52805,0.45766,Mn,Yes,Mn
5240,OFUCEZ_clean,OFUCEZ_clean,6.96298843,1.848214406,5.114774024,0.964244521,2.668463579,0.521716808,685.96802,1.50666,5.30083,4.49138,5.29823,100.84,1470.03003,975.69299,390.70001,0.56956,0.37803,Ce,Yes,Ce
5245,OGAGEJ_clean,OGAGEJ_clean,7.953410801,1.783026271,6.17038453,1.406799879,4.868406233,0.788995598,3068.1499,1.05864,5.64492,5.21899,5.64485,472.35999,1539.56006,1454.28003,1922.06995,0.62646,0.59176,Zn,No, 
5248,OGAXUR_clean,OGAXUR_clean,5.15503921,2.908423422,2.246615787,1.353272691,1.045337405,0.465294249,2100.08008,1.24359,6.21326,5.95602,6.21326,185.35899,882.62903,709.73999,1044.77002,0.49749,0.40004,Co,Yes,Co
5249,OGEBAF01_clean,OGEBAF01_clean,2.173819147,1.805215662,0.368603484,2.146535909,0.438297003,1.189074499,15885.5,0.50496,14.74547,10.54801,14.74547,3158.1499,1988.06995,3937.1001,12929.7998,0.81394,1.61189,Cu,Yes,Cu
5250,OGECOU_clean,OGECOU_clean,4.152984242,3.098744045,1.054240197,1.667713892,0.567381815,0.538190269,2054.19995,1.2702,6.21029,5.96321,6.17894,183.213,891.89301,702.16498,1028.73999,0.5008,0.39427,Ni,Yes,Ni
5253,OGIKAR_clean,OGIKAR_clean,2.475903783,2.151028581,0.324875201,4.066110228,0.614114749,1.890309717,16015.2998,0.95098,10.46212,5.43474,8.12198,2400.62988,1498.95996,1576.21997,9949.53027,0.62125,0.65327,Cu,Yes,Cu
5255,OGIYOT_charged,OGIYOT_charged,7.260086783,1.9181479,5.341938883,1.05764536,2.945485523,0.551388847,7521.85986,1.09617,9.60009,8.6886,9.60009,726.63898,966.03601,881.28699,4226.31006,0.56187,0.51258,Nd,No, 
5257,OGOWAJ_clean,OGOWAJ_clean,2.373518928,2.160226379,0.213292549,3.859130982,0.381035937,1.786447485,6193.60986,0.9089,7.34237,6.24854,7.34237,884.867,1428.68005,1571.87,3832.97998,0.61886,0.68089,Zn,No, 
5260,OGURAK_charged,OGURAK_charged,2.823496138,2.2851571,0.538339038,3.576141952,0.842470226,1.564943588,1786.04004,0.96899,9.48905,5.2299,9.11453,308.77301,1728.81006,1784.15002,1191.27002,0.66699,0.68834,Cu,Yes,Cu
5261,OHAKEO_clean,OHAKEO_clean,3.558752807,3.102162614,0.456590193,2.528628722,0.372174905,0.815118044,2808.3501,1.15127,5.91842,4.8868,5.91143,288.383,1026.88,891.94702,1552.45996,0.5528,0.48016,Cd,No, 
5262,OHAKIS_clean,OHAKIS_clean,3.376591596,2.791961536,0.58463006,2.569498797,0.538046896,0.920320271,5264.06982,1.2284,5.22451,4.43244,5.1107,428.87799,814.72601,663.24402,2767.21997,0.52568,0.42794,Cd,No, 
5270,OHUMEL_clean,OHUMEL_clean,11.3199553,1.508126129,9.811829173,0.329500853,2.143723933,0.218483618,117131,0.80888,14.09837,12.86508,14.09837,21108.9003,1802.16003,2227.96997,93929.7968,0.80192,0.9914,"Mo,Zn",Yes,Mo
5271,OHUMIP_clean,OHUMIP_clean,9.532569684,1.658850074,7.87371961,0.353792583,1.679273878,0.213275804,20492,1.34842,9.16435,7.10723,8.80934,4926.16016,2403.94995,1782.79004,14698.0996,0.71726,0.53193,"Mo,Zn",Yes,"Mo,Zn"
5274,OJICEQ_charged,OJICEQ_charged,3.719820738,1.885665417,1.834155321,2.484416019,2.41655005,1.317527487,9692.99023,0.8369,11.96892,11.06718,11.96892,1143.22998,1179.43994,1409.30005,6170.16992,0.63656,0.76061,Zn,Yes,Zn
5275,OJICUG_clean,OJICUG_clean,4.551031651,1.91303026,2.638001391,3.353303181,4.624087052,1.752875138,3096.77002,0.6898,8.60682,7.88912,8.60682,682.35901,2203.45996,3194.32007,2241.90991,0.72395,1.0495,Sc,Yes,Sc
5276,OJIDAN_clean,OJIDAN_clean,4.518422615,1.894385819,2.624036796,1.598908765,2.214752343,0.844024881,14445.9003,0.70465,19.79872,19.3368,19.78262,1544.91003,1069.44995,1517.69995,10005.0996,0.69259,0.98288,Sc,Yes,Sc
5279,OJONOQ_clean,OJONOQ_clean,5.056029113,1.550448002,3.505581112,0.194075097,0.438806071,0.125173561,1989.03003,1.49915,6.43933,5.37715,5.61608,291.99899,1468.04004,979.24902,1328.87,0.6681,0.44565,Er,Yes,Er
5282,OKABAE_clean,OKABAE_clean,2.34692091,1.98890132,0.358019589,3.051298879,0.549260418,1.534163031,11649.7998,0.65084,14.07417,9.53484,14.07417,2360.03003,2025.81006,3112.58008,9059.12012,0.77762,1.19479,Cu,Yes,Cu
5283,OKABEI_clean,OKABEI_clean,3.420259052,2.048010585,1.372248468,3.437900172,2.303529717,1.678653518,11672.5996,0.65302,13.86987,9.42284,13.86987,2371.53003,2031.70996,3111.27002,9046.70996,0.77504,1.18686,Cu,Yes,Cu
5331,OKOSUE_clean,OKOSUE_clean,3.923747489,2.125811842,1.797935648,2.874306533,2.430985695,1.352098279,14136.5996,0.94326,8.8545,8.04507,8.8545,2743.21997,1940.51001,2057.22998,9717.94043,0.68743,0.72878,Cd,Yes,Cd
5332,OKUKOW_clean,OKUKOW_clean,2.485833843,2.043856669,0.441977173,4.070898007,0.880318087,1.991772744,53816.3984,0.73654,10.73228,5.84434,10.73228,12154.9003,2258.58008,3066.48999,39418.8984,0.73247,0.99448,Zn,Yes,Zn
5333,OKUSUK_clean,OKUSUK_clean,2.224510641,1.761208115,0.463302527,1.903110966,0.50063142,1.080571314,99710.2031,0.31324,24.78598,13.19796,24.78598,15454.4003,1549.93005,4948.16016,86901.3984,0.87154,2.78239,Cu,Yes,Cu
5334,OKUTAR_clean,OKUTAR_clean,2.373570508,2.058478575,0.315091933,5.192925253,0.794882627,2.522700657,47281.1992,0.66057,10.98199,6.35591,10.98199,10221.4003,2161.83008,3272.66992,34556.3984,0.73087,1.10642,Cu,Yes,Cu
5335,OKUTEV_clean,OKUTEV_clean,2.238114692,1.76360234,0.474512352,2.035787853,0.547746202,1.15433497,94456.7968,0.33066,23.06458,12.98274,23.06458,15102.2002,1598.84998,4835.39014,81641.8984,0.86433,2.61399,Cu,Yes,Cu
5337,OLANAS_clean,OLANAS_clean,5.968823074,1.989609036,3.979214037,1.224582455,2.449162425,0.615488989,7380.08008,1.20795,8.02314,6.05017,8.02314,884.16101,1198.04004,991.78998,4202.29004,0.56941,0.47138,"Na,Zn,Co",Yes,"Na,Zn"
5339,OLAQOI_clean,OLAQOI_clean,40.76244914,1.587353989,39.17509515,0.133478379,3.294179022,0.084088603,21498.5,1.32858,9.42311,9.23332,9.42311,1628.41003,757.45203,570.12299,10711,0.49822,0.375,"Cu,K,Co",Yes,"Cu,K,Co"
5342,OLEKUM_manual,OLEKUM_manual,2.550171709,2.337231856,0.212939853,3.54091171,0.322604374,1.515002331,9201.51953,1.02354,6.88265,5.7276,6.86806,1498.62,1628.67004,1591.19995,5760.1499,0.626,0.6116,Zn,Yes,Zn
5344,OLICIX_clean,OLICIX_clean,2.629612811,2.157639156,0.471973655,2.611266448,0.571202541,1.210242427,55167.1015,0.71914,16.1602,9.89287,16.1602,6829.83984,1238.03003,1721.54004,40107.6015,0.72702,1.01096,Fe,Yes,Fe
5345,OLOGEC_clean,OLOGEC_clean,3.260206471,1.839928896,1.420277575,1.910958553,1.475106775,1.038604566,14188.0996,0.52632,13.04043,10.53518,13.04043,2857.80005,2014.21997,3827.01001,11429.9003,0.8056,1.53063,Zn,Yes,Zn
5349,OLUCAZ_clean,OLUCAZ_clean,32.06645343,2.595364718,29.47108872,0.229355263,2.604392841,0.088371111,2389.6499,1.16161,5.7945,5.1746,5.79081,194.336,813.242,700.10101,1210.62,0.50661,0.43613,Cu,Yes,Cu
5353,om701262m-file004_clean,om701262m-file004_clean,2.960291412,2.10881855,0.851472862,2.435587271,0.983411524,1.154953455,3863.76001,1.09901,7.38904,5.39567,7.38902,505.31299,1307.82996,1190.01001,2202.61011,0.57007,0.51871,"Zn,Si",Yes,Zn
5359,OMIMEE_clean,OMIMEE_clean,2.298391443,1.762445538,0.535945904,1.642143399,0.499362965,0.931741358,88712.3984,0.76832,16.54568,6.7257,16.41991,19064.6992,2149.04004,2797.07007,67192.5,0.75742,0.98581,Cu,Yes,Cu
5361,OMIPEH_clean,OMIPEH_clean,2.22155667,1.785166719,0.436389951,1.518867513,0.371292223,0.850826703,87967.8984,0.65885,21.73136,7.72557,21.73136,17664.0996,2008.01001,3047.75,70469.3984,0.80108,1.21588,Cu,Yes,Cu
5362,OMITUB_clean,OMITUB_clean,2.198621597,1.754514656,0.444106941,1.490921932,0.377385721,0.849763168,88800.1015,0.65267,21.96656,7.7864,21.95556,17699.5996,1993.19995,3053.88989,71292.2968,0.80284,1.23008,Cu,Yes,Cu
5363,OMOVET_clean,OMOVET_clean,2.700052947,2.159493723,0.540559224,3.31915863,0.830843726,1.537007769,6334.52002,1.12783,6.41327,4.65956,6.41327,1078.41003,1702.43005,1509.47998,3984.86011,0.62907,0.55777,Zn,Yes,Zn
5364,OMUSAS_clean,OMUSAS_clean,3.154673197,1.417063628,1.737609569,0.433632583,0.531722155,0.306007842,45709.8984,0.318,18.71438,16.17316,18.71102,5539.62988,1211.91003,3811.01001,39745.6992,0.86952,2.73432,Zn,Yes,Zn
5368,ONEJUN_clean,ONEJUN_clean,36.2157518,1.577989729,34.63776207,0.061655539,1.353373751,0.039072205,13622.2002,3.33073,5.6787,4.73551,5.6787,2008.92004,1474.73999,442.767,7496.83008,0.55034,0.16523,"W,Cu",Yes,"W,Cu"
5369,ONEYOW_clean,ONEYOW_clean,2.800666299,2.220243228,0.580423071,4.077204558,1.065875828,1.836377432,16425.6992,0.79416,8.70869,7.89064,8.69934,2852.80005,1736.79004,2186.96997,10812.4003,0.65826,0.82888,Zn,Yes,Zn
5370,ONIXOZ_clean,ONIXOZ_clean,2.291142465,2.039821333,0.251321132,4.197862621,0.51720784,2.057956034,5512.9502,0.90971,9.95246,9.1911,9.95246,1002.81,1819,1999.54004,3710.15991,0.67299,0.73979,Cu,Yes,Cu
5372,ONUQOE_clean,ONUQOE_clean,2.763527761,2.050080436,0.713447325,1.831613565,0.637418794,0.893434976,3902.07007,1.32315,5.78941,4.64204,5.78941,377.43201,967.26202,731.03198,2021.73999,0.51812,0.39158,Cd,No, 
5373,OPAGIX_clean,OPAGIX_clean,7.803669174,1.978476354,5.82519282,2.01368832,5.928866788,1.017797517,4004.02002,0.9059,11.70127,10.88776,11.68193,590.11499,1473.81006,1626.90002,2619.70996,0.65427,0.72223,Mg,Yes,Mg
5388,OPOZEZ_clean,OPOZEZ_clean,2.561315327,2.286581161,0.274734166,2.220620327,0.26680893,0.971153075,7081.75,1.13101,7.29162,6.03013,7.28839,726.49799,1025.87,907.04401,3747.52002,0.52918,0.46788,Cd,No, 
5395,OQEPUW_clean,OQEPUW_clean,17.68138119,2.374741706,15.30663948,0.218231714,1.406634735,0.091897032,3547.12012,1.96915,5.11656,4.82152,5.08524,189.575,534.44702,271.41,1501.98999,0.42344,0.21504,Cd,Yes,Cd
5396,OQEROS_clean,OQEROS_clean,5.209160315,3.136362614,2.072797701,2.038264401,1.347073118,0.649881615,2851.98999,1.16864,5.47906,4.59982,5.4076,288.771,1012.52002,866.41498,1580.88,0.55431,0.47432,"Cd,Pd",Yes,Pd
5397,OQERUY_clean,OQERUY_clean,5.140706505,3.1248834,2.015823104,2.033101896,1.311528544,0.650616882,5632.3999,1.18349,5.44049,4.47163,5.40893,548.117,973.151,822.27301,3080.81006,0.54698,0.46218,"Cd,Pd",Yes,Pd
5398,OQESAF_clean,OQESAF_clean,5.44784843,3.3627124,2.08513603,2.063249946,1.279371022,0.613567174,2782.37012,1.19788,5.40051,4.82483,5.39518,129.978,467.147,389.979,1510.66003,0.54294,0.45325,"Cd,Pd",Yes,Pd
5399,OQESEJ_clean,OQESEJ_clean,4.718418252,3.069995967,1.648422285,2.126323867,1.141721255,0.692614547,2846.44995,1.17091,5.44129,4.56082,5.38634,277.504,974.91199,832.61102,1571.93005,0.55224,0.47163,"Cd,Pd",Yes,Pd
5400,OQETEK_clean,OQETEK_clean,2.791345425,2.215131662,0.576213763,3.649234423,0.949261452,1.647411974,3072.83008,0.98623,9.22928,8.86311,9.22928,608.70502,1980.93005,2008.58997,2156.6001,0.70183,0.71163,Yb,Yes,Yb
5401,OQIQEM_clean,OQIQEM_clean,6.621372924,2.722031245,3.899341679,0.810543907,1.161113652,0.297771713,3049.8999,1.84745,5.45055,4.49489,5.37157,272.526,893.55701,483.67099,1512.90002,0.49605,0.26851,Tm,Yes,Tm
5402,OQIQIQ_clean,OQIQIQ_clean,3.46612522,2.776418067,0.689707153,1.404153127,0.348814347,0.505742685,3091.43994,1.81543,5.6202,4.58328,5.56734,286.871,927.95099,511.146,1556.10999,0.50336,0.27727,Er,Yes,Er
5403,OQIQOW_clean,OQIQOW_clean,5.419069107,2.675212468,2.743856639,1.186578119,1.217024924,0.443545376,3110.78003,1.46954,5.63723,4.61311,5.63723,291.81,938.06,638.33502,1572.90002,0.50563,0.34407,Y,Yes,Y
5404,OQIQUB01_charged,OQIQUB01_charged,2.682304272,2.285998801,0.396305471,2.308278031,0.400167844,1.00974595,5318.7998,1.09914,7.44171,4.59837,7.44049,348.09601,654.46399,595.435,2754.91992,0.51796,0.47124,Cu,Yes,Cu
5405,OQIQUB_charged,OQIQUB_charged,2.54893046,2.203080108,0.345850352,1.452160886,0.227967359,0.659150287,5466.8501,1.12593,6.32359,4.88882,6.31085,348.436,637.36102,566.07703,2744.80005,0.50208,0.44593,Cu,Yes,Cu
5406,OQIZUL_clean,OQIZUL_clean,2.366500162,2.015454973,0.351045189,2.750758178,0.479117836,1.364832365,18496.0996,0.86887,13.227,6.74608,13.21397,3521.03003,1903.66003,2190.97998,13406.7002,0.72484,0.83424,Cu,Yes,Cu
5408,OQOJUB_clean,OQOJUB_clean,4.476046346,1.548515652,2.927530694,0.908418352,1.71740118,0.586638146,3476.15991,1.04071,5.19109,4.86993,5.18739,224.84801,646.83002,621.526,1623.68005,0.46709,0.44882,Li,No, 
5410,OQUCOU_clean,OQUCOU_clean,4.260091369,1.875658312,2.384433057,2.501321709,3.17980846,1.333570029,5186.12988,0.85933,8.09828,4.42359,8.09828,1126.37,2171.87988,2527.40991,3617.59009,0.69755,0.81174,Cd,Yes,Cd
5416,ORAGOF_clean,ORAGOF_clean,3.285276054,2.015929174,1.26934688,2.339315327,1.47296971,1.160415434,8478.7002,1.02581,11.1071,8.37381,11.01802,1363.47998,1608.13,1567.66003,5527.43994,0.65192,0.63551,Ho,Yes,Ho
5425,OREZES_clean,OREZES_clean,3.609858226,1.612019777,1.997838449,0.365608916,0.453113268,0.226801756,3604.82007,1.39534,6.24665,4.6565,6.24665,214.76601,595.77399,426.974,1828.57996,0.50726,0.36354,"Ca,Cu",Yes,Cu
5426,ORIBAU_clean,ORIBAU_clean,3.383931374,2.066340307,1.317591067,3.123796792,1.991872653,1.511753307,5972.75,0.94819,6.79191,5.8597,6.78782,1171.98999,1962.22998,2069.43994,3906.47998,0.65405,0.68979,Zn,No, 
5427,ORIVOC_clean,ORIVOC_clean,3.133378115,2.109188082,1.024190033,2.894123444,1.405342847,1.372150482,3948.11011,1.22977,11.63735,10.86073,11.63692,585.12201,1482.03003,1205.13,2606.30005,0.66014,0.5368,Zn,Yes,Zn
5428,ORIVUI_clean,ORIVUI_clean,2.682112117,2.113280926,0.568831191,3.221261703,0.867066044,1.524294126,3885.98999,1.19791,11.75163,10.98212,11.75156,571.22699,1469.95996,1227.10999,2533.09009,0.65185,0.54416,Ni,Yes,Ni
5429,ORIWAP_clean,ORIWAP_clean,3.328729851,2.060004667,1.268725184,2.710450161,1.669324558,1.315749525,3975.25,1.17282,11.38312,11.03917,11.38312,580.22998,1459.60999,1244.53003,2527.69995,0.63586,0.54216,Co,Yes,Co
5430,ORIWET_clean,ORIWET_clean,6.128184084,1.9836454,4.144538684,1.704647227,3.561612561,0.859350783,4163.97998,1.09099,11.42805,11.05994,11.42805,603.87701,1450.23999,1329.29004,2665.19995,0.64006,0.58668,Mn,Yes,Mn
5435,ORUKET_clean,ORUKET_clean,4.267272175,2.114505623,2.152766552,2.470835527,2.51554407,1.168516887,8625.15039,0.76088,11.72853,7.7572,11.72853,1490.95996,1728.60999,2271.87012,5813.95996,0.67407,0.88591,Mg,Yes,Mg
5438,OSAVEK_clean,OSAVEK_clean,4.380157927,2.191257535,2.188900392,1.832068253,1.830097492,0.836080755,1367.93994,0.99148,5.46185,5.06196,5.40742,156.312,1142.68994,1152.5,790.84497,0.57813,0.5831,Ca,Yes,Ca
5439,OSAVUA_clean,OSAVUA_clean,15.86354031,2.155880696,13.70765962,1.047933436,6.663037926,0.486081367,887.02899,0.88431,5.76863,5.59566,5.76863,135.826,1531.23999,1731.56006,564.177,0.63603,0.71924,Ca,Yes,Ca
5440,OSAWEL_clean,OSAWEL_clean,6.850954323,2.767540926,4.083413397,1.572754712,2.320546591,0.568285982,650.52802,1.20581,5.275,4.57502,5.23103,62.2364,956.70502,793.414,333.60999,0.51283,0.4253,Ca,Yes,Ca
5442,OSIKIL_clean,OSIKIL_clean,2.319780804,1.982302977,0.337477827,2.342804897,0.398851596,1.181860152,17295.3007,1.21532,8.13936,7.62995,8.13936,2766.02002,1599.29004,1315.93994,11554,0.66804,0.54968,Zn,No, 
5443,OSIKUX_clean_h,OSIKUX_clean_h,3.096488063,1.906553988,1.189934075,2.23168477,1.39285736,1.170533216,15729.4003,1.09814,7.70472,6.98844,7.7017,2494.37012,1585.80005,1444.06995,10153,0.64548,0.58779,Zn,Yes,Zn
5444,OSILOS_charged,OSILOS_charged,2.404641436,2.250924615,0.153716821,0.853202558,0.05826565,0.379045372,1391.37,1.75408,4.79761,4.69593,4.79573,51.2657,368.45599,210.056,540.23999,0.38828,0.22136,Cu,Yes,Cu
5455,OTABES_clean,OTABES_clean,2.638316917,2.072050391,0.566266526,5.102643189,1.394491198,2.462605742,3997.36011,0.84925,7.63161,5.91717,6.56997,873.63202,2185.53003,2573.47998,2720.71997,0.68063,0.80145,In,No, 
5456,OTALUS_clean,OTALUS_clean,3.251334441,1.834918995,1.416415446,1.614259679,1.246083533,0.879744383,33066.6015,0.6552,12.67704,9.31362,12.50755,5181.58008,1567.01001,2391.65991,23956.8007,0.7245,1.10577,Zn,Yes,Zn
5457,OTAQAD_clean,OTAQAD_clean,2.368037631,2.154215698,0.213821933,4.635485511,0.46010642,2.151820505,3654.42993,0.84698,7.25379,5.92825,6.48374,552.90698,1512.97998,1786.32996,2393.1001,0.65485,0.77316,Ga,No, 
5458,OTAVAH_clean,OTAVAH_clean,2.668398174,2.162349002,0.506049172,2.565714172,0.600447722,1.186540272,3533.61011,1.10464,5.59343,4.88116,5.59343,527.55902,1492.96997,1351.55005,2055.86011,0.5818,0.52669,Gd,No, 
5459,OTAVOV_clean,OTAVOV_clean,2.626632001,2.1976529,0.428979101,2.718594644,0.530666279,1.237044596,3612.1001,1.0469,5.7034,4.97261,5.54406,534.61401,1480.06995,1413.75,2115.96997,0.5858,0.55955,La,No, 
5460,OTAWIR_clean,OTAWIR_clean,2.944220341,2.206332715,0.737887626,5.676623903,1.898494506,2.572877547,8047.6499,0.75896,8.76686,5.54904,8.09016,1579.54004,1962.73999,2586.1001,5452.52002,0.67753,0.89271,Zn,Yes,Zn
5462,OTECAT_clean,OTECAT_clean,2.585449789,2.109570803,0.475878985,6.916095914,1.560139484,3.278437445,25733.8007,0.58481,10.77761,8.01894,10.77717,5006.29004,1945.41003,3326.58008,19011.4003,0.73877,1.26327,Al,Yes,Al
5463,OTEGUR_clean,OTEGUR_clean,2.90469652,2.399397751,0.505298769,4.056719063,0.854320693,1.690723875,2881.46997,1.35972,7.28809,7.1769,7.28809,417.72198,1449.68005,1066.17004,1728.54004,0.59988,0.44118,In,No, 
5464,OTEHAY_clean,OTEHAY_clean,2.574822182,2.285820897,0.289001285,4.270947647,0.539985157,1.868452446,2963.51001,1.32207,7.22049,7.09442,7.20844,426.41901,1438.90002,1088.35999,1796.18994,0.6061,0.45845,In,No, 
5466,OTIBUQ_clean,OTIBUQ_clean,3.307026587,2.231863664,1.075162923,4.82995254,2.326748707,2.164089419,3548.66992,0.82052,7.49622,5.20769,7.43808,502.771,1416.79004,1726.68994,2259.61011,0.63675,0.77603,Al,No, 
5467,OTIJAE_clean,OTIJAE_clean,2.259261722,1.763256553,0.496005169,0.920185163,0.258848661,0.521866861,13997,1.01719,7.04903,4.97186,7.04895,2687.73999,1920.21997,1887.78003,9368.49023,0.66932,0.65801,"Cr,Mn",No, 
5468,OTIPAK_clean,OTIPAK_clean,3.456117285,3.154113105,0.30200418,2.849627249,0.272849867,0.903463875,2252.08008,1.20537,5.73499,5.10341,5.72616,231.05701,1025.96997,851.164,1241.20996,0.55114,0.45724,Cd,No, 
5471,OTIQAL_clean,OTIQAL_clean,3.152078334,2.556482535,0.595595799,2.58565844,0.602393047,1.011412519,2102.36011,1.10964,5.97222,5.38811,5.95841,220.88699,1050.66003,946.84998,1092.13,0.51948,0.46815,Mn,No, 
5473,OTODEI_clean,OTODEI_clean,1.80287543,1.645060181,0.157815249,2.089574794,0.200458785,1.270211764,3799.11011,1.17554,4.84074,4.45864,4.84074,217.33501,572.07001,486.64301,2069.40991,0.54471,0.46337,Ag,Yes,Ag
5475,OTODOS_clean,OTODOS_clean,2.73871717,2.258032799,0.48068437,2.307438547,0.491201742,1.021879995,3932.33008,1.13572,5.33134,5.0692,5.30094,395.82401,1006.59003,886.30298,2197.93994,0.55894,0.49215,Ag,Yes,Ag
5476,OTOLIU_clean,OTOLIU_clean,5.633278193,2.038408414,3.594869779,3.262822477,5.754205997,1.60067161,12027.5996,0.74887,6.25402,4.56727,6.25101,3755.62988,3122.52002,4169.62012,8772.2998,0.72935,0.97393,Ti,No, 
5481,OTUDEO_clean,OTUDEO_clean,2.78807012,2.07727184,0.71079828,2.464886614,0.843431819,1.186598001,3778.58008,0.86171,11.1719,10.22736,11.1719,609.32001,1612.56006,1871.35999,2439.34009,0.64557,0.74918,"Na,Mn,K",Yes,K
5482,OTUDIS_clean,OTUDIS_clean,2.668765097,2.113484278,0.555280819,2.784387896,0.731548943,1.317439607,3763.6001,0.86514,11.15528,10.21239,11.15528,598.10303,1589.18005,1836.91003,2420.47998,0.64313,0.74339,"Na,Mn,K",Yes,K
5488,OVICUS_clean,OVICUS_clean,3.374670032,3.205680483,0.168989549,1.284421373,0.067709115,0.400670429,1615.26001,1.52853,5.87924,5.2518,5.87924,109.733,679.35602,444.45001,712.21399,0.44093,0.28847,Zn,Yes,Zn
5496,OWAVIS_clean,OWAVIS_clean,4.122982241,2.113888792,2.009093448,3.2152188,3.055825382,1.520997136,11681,0.84067,9.58182,5.9765,9.29598,2582.71997,2211.04004,2630.08008,8464.05957,0.7246,0.86193,Zn,Yes,Zn
5499,OWEYOF_clean,OWEYOF_clean,3.348173374,2.319941419,1.028231955,2.586958939,1.146578024,1.115096665,13131.7002,1.04803,6.37079,4.45129,6.36612,1508.89001,1149.05005,1096.39001,7212.04004,0.54921,0.52404,Co,No, 
5500,OWIHEJ_clean,OWIHEJ_clean,2.826111592,2.342129301,0.483982291,4.064335496,0.83986243,1.735316446,2938.91992,1.33314,7.35052,7.17386,7.35052,431.069,1466.76001,1100.22998,1774.64001,0.60384,0.45295,In,No, 
5501,OWIHIN_clean,OWIHIN_clean,2.817574399,2.37641507,0.441159329,4.108534061,0.76271109,1.728878979,2927.66992,1.33826,7.33344,7.17038,7.33344,428.16,1462.45996,1092.81006,1767.81006,0.60383,0.4512,In,No, 
5502,OWIHOT_clean,OWIHOT_clean,2.480921872,2.307719473,0.173202399,4.368990922,0.327908014,1.893207113,2957.23999,1.32488,7.42387,7.28396,7.42387,431.85101,1460.31995,1102.22998,1788.56995,0.60481,0.4565,In,No, 
5503,OWIHUZ_clean,OWIHUZ_clean,2.808293689,2.422055128,0.386238561,4.237939822,0.675812767,1.749728886,2955.6499,1.32559,7.37728,7.20219,7.37728,435.47601,1473.37,1111.47998,1791.16003,0.60601,0.45716,In,No, 
5504,OWIJAH_clean,OWIJAH_clean,2.692321418,2.34852599,0.343795429,4.239455913,0.6206044,1.805156056,2954.65991,1.32603,7.38305,7.21509,7.38305,431.39001,1460.03003,1101.05005,1786.32996,0.60458,0.45593,In,No, 
5505,OWIJEL_clean,OWIJEL_clean,2.899525398,2.527213655,0.372311743,4.242097019,0.624950142,1.678566832,2952.84009,1.32685,7.46814,7.33893,7.46814,431.70599,1462.01001,1101.85999,1787.91003,0.60549,0.45634,In,No, 
5506,OWIJIP_clean,OWIJIP_clean,2.690943442,2.343552691,0.347390751,4.137847289,0.613363584,1.76563015,2948.73999,1.3287,7.46558,7.33479,7.46558,430.48099,1459.88,1098.72998,1788.17004,0.60642,0.4564,In,No, 
5507,OWIJOV_clean,OWIJOV_clean,2.661190209,2.348098738,0.313091472,4.22741526,0.563676324,1.800356685,2955.52002,1.32565,7.41619,7.28781,7.41619,432.61899,1463.76001,1104.18994,1795.71997,0.60758,0.45833,In,No, 
5509,OWIYUP_clean,OWIYUP_clean,2.49254207,2.149447804,0.343094266,3.658646933,0.583992214,1.702133416,34097.1015,0.92535,8.24396,6.91953,8.2349,4699.5498,1378.28003,1489.47998,20934.5996,0.61397,0.6635,Cu,Yes,Cu
5510,OWIZAW_clean,OWIZAW_clean,2.149533873,1.710396963,0.43913691,2.064096158,0.529947625,1.206793629,17892.4003,0.37866,14.23644,11.75665,14.23644,3392.68994,1896.16003,5007.60986,14850.5,0.82999,2.19194,Cu,Yes,Cu
5514,OXALAB_clean,OXALAB_clean,3.116026349,2.107337508,1.008688841,4.045887264,1.936586483,1.919904737,2808.87012,0.82876,7.26534,5.19998,7.26225,531.20697,1891.18005,2281.92993,1822.08997,0.64869,0.78272,Co,No, 
5515,OXALEF_clean,OXALEF_clean,3.359918929,2.114984097,1.244934832,3.936617979,2.317196072,1.861299092,2750.1001,0.83924,7.18754,5.18545,7.18754,509.37,1852.18994,2206.98999,1770.56995,0.64382,0.76715,Mn,No, 
5516,OXALIJ_ion_b,OXALIJ_ion_b,4.276078018,2.168025073,2.108052945,2.513157246,2.443638036,1.159191965,2861.47998,0.94267,7.03961,4.95922,7.03961,473.48401,1654.68005,1755.31006,1785.39001,0.62394,0.66188,Cd,No, 
5517,OXALOP_clean,OXALOP_clean,4.833870637,2.504488034,2.329382603,2.199187444,2.04542761,0.878098603,10275.4003,1.02509,5.88824,4.43891,5.88824,1402.70996,1365.10999,1331.70996,6064.95996,0.59024,0.5758,Y,Yes,Y
5521,OXITOF_clean,OXITOF_clean,12.09607777,1.913885805,10.18219197,0.71517289,3.80483916,0.373675842,1255.94995,1.24834,6.28705,5.508,6.2848,131.399,1046.20996,838.08099,657.66803,0.52364,0.41947,Co,Yes,Co
